DataTimeStamp;GPSLong;GPSLat;Vel;ExernalAcelX;ExernalAcelY;ExernalAcelZ;ExernalGyroscopeX;ExernalGyroscopeY;ExernalGyroscopeZ;Pitch;Roll;Yaw
1630259189506;-46.46437333333333;-23.527645;3.85;-0.2371;0.7724;8.9873;-1.5854;-2.1951;5.122000000000001;4.2822;1.4735;-17.6046
1630259189557;-46.464393333333334;-23.52763166666667;4.68;0.7904;0.1772;10.3082;-2.622;-1.7073;5.4878;4.3;1.4698;-17.8319
1630259189606;-46.464393333333334;-23.52763166666667;4.68;0.7904;0.1772;10.3082;-2.622;-1.7073;5.4878;4.3;1.4698;-17.8319
1630259189657;-46.464393333333334;-23.52763166666667;4.68;1.2718;0.4622;10.0016;2.0732;-0.9756;7.561;4.2067;1.3929;-18.4168
1630259189706;-46.464393333333334;-23.52763166666667;4.68;-2.0453;0.3808;9.9896;2.5;-1.2195;2.439;4.1154;1.4968;-18.7121
1630259189755;-46.464393333333334;-23.52763166666667;4.68;0.6993;0.4323;10.270999999999999;1.6463;-2.2561;5.7927;4.1431;1.5476;-18.9726
1630259189806;-46.464393333333334;-23.52763166666667;4.68;-0.4012;0.8335;8.3359;-0.3049;-1.5854;4.4512;4.1036;1.5721;-19.2833
1630259189858;-46.464393333333334;-23.52763166666667;4.68;0.8766;0.9377;9.4687;0.0;-1.7073;6.8293;4.1112;1.5915;-19.5096
1630259189906;-46.464393333333334;-23.52763166666667;4.68;1.8346;0.5676;9.0604;-0.5488;-0.9146;4.5732;4.0535;1.5482;-19.8283
1630259189957;-46.464393333333334;-23.52763166666667;4.68;1.8346;0.5676;9.0604;-0.5488;-0.9146;4.5732;4.0535;1.5482;-19.8283
1630259190006;-46.464393333333334;-23.52763166666667;4.68;0.9017;0.0144;10.6291;3.5366;-1.0366;6.5244;4.027;1.3546;-20.2202
1630259190056;-46.464393333333334;-23.52763166666667;4.68;0.9017;0.0144;10.6291;3.5366;-1.0366;6.5244;4.027;1.3546;-20.2202
1630259190106;-46.464393333333334;-23.52763166666667;4.68;0.4682;-0.0742;11.1883;2.7439;-0.8537;3.8415;3.9774;1.4601;-20.746
1630259190156;-46.464393333333334;-23.52763166666667;4.68;-3.3171;0.1605;12.0074;2.439;-1.0366;1.5244;3.9489;1.4714;-21.0033
1630259190205;-46.464393333333334;-23.52763166666667;4.68;0.9089;0.2359;10.3261;2.3171;-1.4024;3.1098;3.9814;1.5076;-21.239
1630259190255;-46.464393333333334;-23.52763166666667;4.68;0.6047;0.39399999999999996;9.2364;-0.4268;-2.3171;4.2073;3.9544;1.6052;-21.4674
1630259190306;-46.464393333333334;-23.52763166666667;4.68;0.6047;0.39399999999999996;9.2364;-0.4268;-2.3171;4.2073;3.9544;1.6052;-21.4674
1630259190356;-46.464393333333334;-23.52763166666667;4.68;0.2371;0.27899999999999997;10.4363;-2.0122;-2.0122;3.1707;4.0005;1.5051;-21.8677
1630259190407;-46.464393333333334;-23.52763166666667;4.68;-0.0216;0.3832;11.2386;2.378;-1.4634;4.7561;4.0708;1.3366;-22.0229
1630259190457;-46.464393333333334;-23.52763166666667;4.68;0.1461;0.3257;10.6159;3.4146;-1.7073;6.0366;4.0565;1.308;-22.3211
1630259190508;-46.464393333333334;-23.52763166666667;4.68;-0.2311;0.364;10.7405;1.4634;-1.3415;2.2561;4.0169;1.4887;-22.4948
1630259190558;-46.464393333333334;-23.52763166666667;4.68;3.2345;0.0216;9.5933;-0.061;-1.9512;4.939;4.0743;1.5067;-22.6915
1630259190608;-46.46441833333333;-23.52761666666667;5.44;-0.1892;0.6107;9.0604;-2.439;-2.1341;4.3293;4.1146;1.4689;-22.9417
1630259190659;-46.46441833333333;-23.52761666666667;5.44;0.4239;0.085;9.9345;-3.1707;-1.3415;3.5976;4.1302;1.3531;-23.1064
1630259190710;-46.46441833333333;-23.52761666666667;5.44;-1.2849;0.1772;10.7704;-1.7683;-1.0366;3.7805;4.1565;1.2193;-23.3024
1630259190761;-46.46441833333333;-23.52761666666667;5.44;-0.4515;0.1102;10.6782;-1.9512;-1.4634;3.4756;4.1326;1.1520000000000001;-23.5315
1630259190816;-46.46441833333333;-23.52761666666667;5.44;0.9053;0.0742;9.9956;1.3415;-1.7073;4.1463;4.1419999999999995;1.0795;-23.7087
1630259190864;-46.46441833333333;-23.52761666666667;5.44;1.5663;-0.0072;9.4148;-0.9146;-1.5854;2.3171;4.1769;1.0204;-23.968000000000004
1630259190911;-46.46441833333333;-23.52761666666667;5.44;1.5663;-0.0072;9.4148;-0.9146;-1.5854;2.3171;4.1769;1.0204;-23.968000000000004
1630259190961;-46.46441833333333;-23.52761666666667;5.44;1.8729;-0.4443;11.0135;-2.3171;-1.7073;5.061;4.2287;0.9822;-24.1336
1630259191010;-46.46441833333333;-23.52761666666667;5.44;3.4273;0.0611;9.4436;-0.9146;-2.0732;3.7195;4.2984;0.7461;-24.503
1630259191062;-46.46441833333333;-23.52761666666667;5.44;3.4273;0.0611;9.4436;-0.9146;-2.0732;3.7195;4.2984;0.7461;-24.503
1630259191111;-46.46441833333333;-23.52761666666667;5.44;-1.9986;0.1617;9.6567;-0.2439;-0.6707;1.3415;4.2595;0.6789;-24.808000000000003
1630259191161;-46.46441833333333;-23.52761666666667;5.44;2.1735;-0.2443;9.8208;0.3659;-0.6707;1.8902;4.2716;0.6301;-24.8951
1630259191211;-46.46441833333333;-23.52761666666667;5.44;2.1735;-0.2443;9.8208;0.3659;-0.6707;1.8902;4.2716;0.6301;-24.8951
1630259191261;-46.46441833333333;-23.52761666666667;5.44;2.7758;0.4814;9.1023;1.8902;-1.0976;4.3293;4.2248;0.5922;-25.2354
1630259191311;-46.46441833333333;-23.52761666666667;5.44;0.6371;0.7293;9.9465;-0.3049;-1.2805;3.5976;4.2227;0.6376;-25.3882
1630259191362;-46.46441833333333;-23.52761666666667;5.44;0.5329;0.3006;11.344000000000001;0.122;-1.0366;2.1341;4.1929;0.6261;-25.4936
1630259191411;-46.46441833333333;-23.52761666666667;5.44;-0.7975;0.1233;10.8387;0.4268;-0.6098;0.4878;4.1973;0.6066;-25.61
1630259191461;-46.46441833333333;-23.52761666666667;5.44;1.2514;0.3616;9.2304;0.9146;-0.6707;1.5854;4.1841;0.6053;-25.7281
1630259191511;-46.46443833333333;-23.5276;6.25;1.4418;0.2778;9.8064;-1.4634;-0.4878;2.8659;4.1676;0.6181;-25.8799
1630259191562;-46.46443833333333;-23.5276;6.25;0.9688;-0.0599;10.3668;-2.0122;-1.0366;3.4146;4.107;0.6278;-26.0017
1630259191612;-46.46443833333333;-23.5276;6.25;1.0742;-0.1868;12.0266;-0.4878;-1.2805;3.5976;4.0714;0.5588;-26.1472
1630259191666;-46.46443833333333;-23.5276;6.25;-0.4754;0.4646;10.8171;1.4634;-1.0366;2.5610000000000004;4.0696;0.5114;-26.2857
1630259191713;-46.46443833333333;-23.5276;6.25;-1.0694;0.0287;9.7322;0.122;-0.7317;2.8049;4.0457;0.5284;-26.3683
1630259191764;-46.46443833333333;-23.5276;6.25;0.7664;-0.1748;10.1597;5.1829;-0.2439;0.8537;4.0105;0.5263;-26.4611
1630259191814;-46.46443833333333;-23.5276;6.25;1.146;0.17;8.4844;0.6707;-0.6707;2.7439;4.0169999999999995;0.6055;-26.6306
1630259191864;-46.46443833333333;-23.5276;6.25;-2.1328;1.0694;8.5694;-1.6463;-1.0366;2.1341;3.9698;0.7633;-26.7664
1630259191915;-46.46443833333333;-23.5276;6.25;-2.1328;1.0694;8.5694;-1.6463;-1.0366;2.1341;3.9698;0.7633;-26.7664
1630259191965;-46.46443833333333;-23.5276;6.25;-1.2646;0.37;9.216000000000001;-1.4634;-0.9146;2.622;3.9268;0.6293;-26.9854
1630259192016;-46.46443833333333;-23.5276;6.25;-1.0287;0.1712;10.5046;-0.2439;-1.4634;3.9024;3.8888;0.5842;-27.1002
1630259192066;-46.46443833333333;-23.5276;6.25;-1.0287;0.1712;10.5046;-0.2439;-1.4634;3.9024;3.8888;0.5842;-27.1002
1630259192116;-46.46443833333333;-23.5276;6.25;0.7772;0.0503;10.2902;1.3415;-1.4024;4.1463;3.8801;0.4797;-27.2678
1630259192167;-46.46443833333333;-23.5276;6.25;0.6574;-0.1425;10.470999999999998;-1.7683;-1.2805;1.0366;3.9115;0.4799;-27.4711
1630259192218;-46.46443833333333;-23.5276;6.25;0.0168;0.8838;10.3273;-1.7073;-1.2195;2.1341;3.9398;0.353;-27.6083
1630259192268;-46.46443833333333;-23.5276;6.25;-0.8275;-0.1772;10.3561;-0.122;-0.8537;1.0976;3.9202;0.2382;-27.7279
1630259192319;-46.46443833333333;-23.5276;6.25;1.043;0.0275;10.3417;-0.6707;-1.2195;2.6829;3.9037;0.2233;-27.8661
1630259192369;-46.46443833333333;-23.5276;6.25;1.7747;0.1581;9.64;-2.5;-1.5244;3.1098;3.9004;0.2342;-27.9939
1630259192418;-46.46443833333333;-23.5276;6.25;-0.8275;0.0395;10.2375;-3.7805;-1.2805;3.1098;3.9008;0.1719;-28.1254
1630259192469;-46.46443833333333;-23.5276;6.25;0.8418;0.8179;9.2136;-0.7317;-0.9146;3.9024;3.8685;0.0382;-28.2561
1630259192522;-46.46446166666666;-23.527581666666666;7.15;0.9305;-0.2766;9.6998;-1.3415;-1.0366;6.2805;3.8615;-0.0516;-28.3987
1630259192572;-46.46446166666666;-23.527581666666666;7.15;1.0011;-0.2383;12.7571;7.622000000000001;-0.7317;4.8171;3.8002;-0.099;-28.5473
1630259192626;-46.46446166666666;-23.527581666666666;7.15;-0.8766;-0.0132;9.4567;3.0488;-0.1829;0.4268;3.7649;-0.0153;-28.6926
1630259192675;-46.46446166666666;-23.527581666666666;7.15;-0.3545;0.2814;9.0113;3.2317;-0.6098;0.9146;3.7615;0.2785;-28.8066
1630259192725;-46.46446166666666;-23.527581666666666;7.15;-0.3569;-0.0467;10.3417;-2.0732;-0.9756;2.0122;3.7266;0.3331;-28.9627
1630259192774;-46.46446166666666;-23.527581666666666;7.15;-0.9676;0.7209;8.2784;-3.4756;-1.2195;2.0732;3.7012;0.2846;-29.0996
1630259192824;-46.46446166666666;-23.527581666666666;7.15;-0.6407;-0.0299;9.9956;0.6707;-1.0976;3.7805;3.6989;0.1875;-29.2132
1630259192874;-46.46446166666666;-23.527581666666666;7.15;-1.5831;0.5976;8.5275;6.8902;-0.4878;2.9268;3.6678;0.0885;-29.3947
1630259192924;-46.46446166666666;-23.527581666666666;7.15;1.4143;0.0228;9.9321;1.7073;-0.9146;3.7195;3.6195;0.3152;-29.4952
1630259192976;-46.46446166666666;-23.527581666666666;7.15;0.5053;0.7604;7.4485;-0.9146;-0.7927;1.7683;3.6054;0.3659;-29.6215
1630259193026;-46.46446166666666;-23.527581666666666;7.15;1.9340000000000002;0.7472;8.5921;-1.5244;-1.1585;8.1098;3.5936;0.3439;-29.7299
1630259193076;-46.46446166666666;-23.527581666666666;7.15;-4.1458;2.0501;6.9515;2.5;0.7927;-2.378;3.4981;0.1679;-29.9102
1630259193126;-46.46446166666666;-23.527581666666666;7.15;1.546;-1.0622;12.1308;1.1585;0.0;0.5488;3.4973;0.3259;-29.9694
1630259193176;-46.46446166666666;-23.527581666666666;7.15;0.7449;-0.3102;11.0458;1.4024;-0.122;3.1098;3.4801;0.3597;-30.2096
1630259193228;-46.46446166666666;-23.527581666666666;7.15;-0.018000000000000002;0.079;11.6673;3.4756;-1.5854;5.3049;3.3601;0.4457;-30.3577
1630259193276;-46.46446166666666;-23.527581666666666;7.15;0.8682;-0.5808;11.35;0.8537;-1.4634;1.0366;3.3148;0.511;-30.5401
1630259193327;-46.46446166666666;-23.527581666666666;7.15;1.9519;0.6371;9.1789;-0.1829;-1.2195;-2.622;3.3788;0.6373;-30.5931
1630259193376;-46.46446166666666;-23.527581666666666;7.15;-0.006;1.1604;7.0976;-3.4756;-1.2195;1.8902;3.4478;0.6436;-30.7362
1630259193427;-46.46446166666666;-23.527581666666666;7.15;-0.006;1.1604;7.0976;-3.4756;-1.2195;1.8902;3.4478;0.6436;-30.7362
1630259193480;-46.46449333333333;-23.52756333333333;8.06;-2.4729;-0.3976;11.1189;11.9512;1.4634;-1.2805;3.2635;0.3303;-31.0164
1630259193526;-46.46449333333333;-23.52756333333333;8.06;0.1317;0.3832;9.6376;2.5;-0.8537;0.6098;3.2296;0.5675;-31.1886
1630259193580;-46.46449333333333;-23.52756333333333;8.06;-0.4072;0.5413;10.2411;-2.9268;-1.5854;4.8171;3.1942;0.8502;-31.3254
1630259193626;-46.46449333333333;-23.52756333333333;8.06;-2.4297;1.3484;7.4868;-0.6098;-1.3415;3.9634;3.1302;0.7695;-31.4778
1630259193676;-46.46449333333333;-23.52756333333333;8.06;-2.4082;0.0036;10.2806;0.3659;-0.3659;2.7439;3.1152;0.6829999999999999;-31.619
1630259193727;-46.46449333333333;-23.52756333333333;8.06;0.3161;-0.4503;10.5872;-0.6707;-0.061;0.7927;3.0734;0.7353;-31.7378
1630259193777;-46.46449333333333;-23.52756333333333;8.06;0.3161;-0.4503;10.5872;-0.6707;-0.061;0.7927;3.0734;0.7353;-31.7378
1630259193826;-46.46449333333333;-23.52756333333333;8.06;0.0407;0.9053;9.7777;0.9146;-1.9512;5.3659;3.0459;0.6979;-32.094
1630259193877;-46.46449333333333;-23.52756333333333;8.06;-0.2359;-0.0503;9.5681;1.2805;-1.5244;2.7439;2.9835;0.6753;-32.2627
1630259193928;-46.46449333333333;-23.52756333333333;8.06;-2.1304;0.1221;9.6687;-0.3049;-1.1585;3.5976;3.0046;0.7684;-32.3762
1630259193979;-46.46449333333333;-23.52756333333333;8.06;-2.4262;0.2539;10.3285;-4.2073;-0.6098;1.9512;2.9545;0.7652;-32.5055
1630259194030;-46.46449333333333;-23.52756333333333;8.06;-0.1066;0.3281;9.7262;1.4024;-0.122;3.0488;2.9425;0.6405;-32.68
1630259194079;-46.46449333333333;-23.52756333333333;8.06;-1.4765;-0.0707;10.2663;-0.061;-0.4268;0.6707;2.9006;0.6627;-32.8768
1630259194129;-46.46449333333333;-23.52756333333333;8.06;-1.8597;1.7795;7.5683;-2.9268;-0.7317;4.5732;2.855;0.7237;-33.0284
1630259194179;-46.46449333333333;-23.52756333333333;8.06;-1.0071;0.4131;10.4447;-0.122;-0.3049;3.9024;2.7633;0.5788;-33.2072
1630259194230;-46.46449333333333;-23.52756333333333;8.06;-0.4323;-0.3425;10.5381;3.5366;0.3049;0.7927;2.7235;0.389;-33.403
1630259194279;-46.46449333333333;-23.52756333333333;8.06;-1.71;0.1102;10.8985;2.9878;-0.2439;2.5610000000000004;2.6987;0.4948;-33.5773
1630259194330;-46.46449333333333;-23.52756333333333;8.06;0.8011;-0.0922;8.4508;-0.9756;-1.0976;6.5854;2.595;0.675;-33.7953
1630259194381;-46.46449333333333;-23.52756333333333;8.06;-0.4203;0.0515;10.6183;-2.8049;-2.0122;8.0488;2.5149;0.7386;-34.0186
1630259194430;-46.46449333333333;-23.52756333333333;8.06;-2.2789;0.6371;10.2519;-1.0976;-0.6707;3.5366;2.4482;0.6293;-34.2867
1630259194481;-46.46452166666666;-23.52756;8.91;-0.5329;0.3329;9.5382;0.4268;-0.5488;2.1951;2.4045;0.6261;-34.3868
1630259194530;-46.46452166666666;-23.52756;8.91;-0.5329;0.3329;9.5382;0.4268;-0.5488;2.1951;2.4045;0.6261;-34.3868
1630259194582;-46.46452166666666;-23.52756;8.91;-0.1102;0.5904;8.8304;-0.9756;-1.1585;2.439;2.3021;0.5195;-34.7325
1630259194631;-46.46452166666666;-23.52756;8.91;-0.1102;0.5904;8.8304;-0.9756;-1.1585;2.439;2.3021;0.5195;-34.7325
1630259194681;-46.46452166666666;-23.52756;8.91;-0.1221;-0.4191;10.4758;2.1951;0.1829;-0.4878;2.2364;0.4377;-35.1112
1630259194731;-46.46452166666666;-23.52756;8.91;1.3161;0.6395;8.367;-2.5;-1.0976;4.878;2.2055;0.4737;-35.2835
1630259194781;-46.46452166666666;-23.52756;8.91;1.3149;-0.273;11.8745;-1.0366;-1.4024;7.3171;2.0982;0.4526;-35.4995
1630259194832;-46.46452166666666;-23.52756;8.91;-1.5915;0.2084;9.7381;-0.8537;-0.7927;4.3293;2.0294;0.3458;-35.7384
1630259194884;-46.46452166666666;-23.52756;8.91;-0.5988;0.594;9.5058;-1.9512;-0.8537;5.0;1.9806;0.3961;-35.8655
1630259194933;-46.46452166666666;-23.52756;8.91;-2.2837;0.0898;10.1513;3.1707;-0.7317;5.6098;1.9267;0.314;-36.115
1630259194985;-46.46452166666666;-23.52756;8.91;-1.4562;0.0647;10.8506;5.1829;-0.9146;3.4146;1.8496;0.3435;-36.3028
1630259195035;-46.46452166666666;-23.52756;8.91;-1.2382;-0.0599;10.0088;1.0976;-1.0976;1.7683;1.8473;0.5551;-36.4967
1630259195083;-46.46452166666666;-23.52756;8.91;0.5221;0.273;9.8519;0.4878;-0.8537;4.6951;1.8365;0.6967;-36.629
1630259195134;-46.46452166666666;-23.52756;8.91;-0.0503;0.5221;8.7011;0.3659;-0.7317;4.0244;1.7692;0.6647;-36.8279
1630259195184;-46.46452166666666;-23.52756;8.91;-0.4443;0.2539;9.2376;1.3415;-1.1585;2.6829;1.7148;0.6511;-36.993
1630259195233;-46.46452166666666;-23.52756;8.91;-2.6213;0.0467;10.1836;0.3049;-1.7073;2.622;1.7006;0.6678;-37.2084
1630259195284;-46.46452166666666;-23.52756;8.91;-1.0275;0.2335;9.6926;0.061;-0.8537;0.2439;1.6751;0.6742;-37.3848
1630259195334;-46.46452166666666;-23.52756;8.91;-1.7472;0.5521;9.2136;-1.4024;-0.9146;4.8171;1.7024;0.6631;-37.5226
1630259195385;-46.46452166666666;-23.52756;8.91;-2.3567;0.667;9.7645;4.2683;-0.5488;2.2561;1.5899;0.5212;-37.7543
1630259195435;-46.46452166666666;-23.52756;8.91;-1.1915;-0.2443;9.4555;0.4878;-1.4634;4.2683;1.5582;0.5965;-37.9246
1630259195486;-46.46455;-23.52755;9.61;-0.8167;0.0874;10.3321;1.2195;-1.8293;6.9512;1.5248;0.6872;-38.1165
1630259195535;-46.46455;-23.52755;9.61;-2.8501;1.1137;10.0531;5.6098;-1.4634;3.5366;1.4753;0.7099;-38.2866
1630259195585;-46.46455;-23.52755;9.61;-2.8501;1.1137;10.0531;5.6098;-1.4634;3.5366;1.4753;0.7099;-38.2866
1630259195635;-46.46455;-23.52755;9.61;-2.8501;1.1137;10.0531;5.6098;-1.4634;3.5366;1.4753;0.7099;-38.2866
1630259195686;-46.46455;-23.52755;9.61;-2.8501;1.1137;10.0531;5.6098;-1.4634;3.5366;1.4753;0.7099;-38.2866
1630259195736;-46.46455;-23.52755;9.61;-2.8501;1.1137;10.0531;5.6098;-1.4634;3.5366;1.4753;0.7099;-38.2866
1630259195785;-46.46455;-23.52755;9.61;-3.9793;1.4717;7.4581;5.6707;-1.7683;1.9512;1.5204;0.7532;-38.9887
1630259195837;-46.46455;-23.52755;9.61;1.8262;0.2515;10.3872;2.8659;-0.4268;-1.7683;1.5769;0.9685;-39.1901
1630259195888;-46.46455;-23.52755;9.61;2.5064;-0.5461;12.4493;-0.3049;-1.3415;4.939;1.6474;1.0749;-39.3922
1630259195939;-46.46455;-23.52755;9.61;-2.2489;0.4874;10.3728;5.061;-1.4024;5.3049;1.5656;1.1687;-39.6199
1630259195989;-46.46455;-23.52755;9.61;-1.9687;-0.0168;11.2255;5.4268;-1.0366;1.8902;1.469;1.3288;-39.7373
1630259196040;-46.46455;-23.52755;9.61;1.1257;-0.073;10.3812;8.3537;-1.1585;1.4024;1.4888;1.5214;-39.8644
1630259196090;-46.46455;-23.52755;9.61;0.9676;-0.0563;9.9333;0.5488;-2.378;4.3293;1.5049;1.7821;-40.0343
1630259196139;-46.46455;-23.52755;9.61;-2.5423;0.3868;9.416;-1.2195;-2.0122;1.4634;1.4829;1.8789;-40.1419
1630259196190;-46.46455;-23.52755;9.61;1.4011;1.2167;7.0988;-3.9024;-2.1951;5.2439;1.5117;1.8078;-40.2689
1630259196241;-46.46455;-23.52755;9.61;-1.2155;-0.2383;12.5858;4.5122;-0.122;2.7439;1.516;1.4018;-40.5106
1630259196291;-46.46455;-23.52755;9.61;-1.2155;-0.2383;12.5858;4.5122;-0.122;2.7439;1.516;1.4018;-40.5106
1630259196342;-46.46455;-23.52755;9.61;1.7987;0.1353;9.4244;1.5854;-0.9146;2.8049;1.4625;1.4498;-40.7058
1630259196391;-46.46455;-23.52755;9.61;2.2429;0.4215;9.3286;-4.6951;-0.7927;2.9268;1.4366;1.7572;-40.7972
1630259196442;-46.46455;-23.52755;9.61;-0.5868;-0.0551;10.5022;-6.0366;0.061;2.7439;1.4194;1.6432;-40.9409
1630259196492;-46.46457666666666;-23.52754333333333;10.04;1.8741;-0.1688;11.6146;3.2927;0.3049;3.2317;1.3316;1.3612;-41.0921
1630259196544;-46.46457666666666;-23.52754333333333;10.04;-0.7257;0.8802;8.6065;6.2195;-0.3049;4.6341;1.2938;1.3884;-41.3567
1630259196593;-46.46457666666666;-23.52754333333333;10.04;-2.201;-0.0479;9.9142;1.3415;-0.4878;3.4146;1.1611;1.8644;-41.4334
1630259196644;-46.46457666666666;-23.52754333333333;10.04;-2.0897;0.3569;9.4148;1.1585;0.122;0.3659;1.097;1.9255;-41.5555
1630259196693;-46.46457666666666;-23.52754333333333;10.04;-0.5437;0.3676;9.0807;-1.2195;0.0;1.7073;1.0836;1.9229;-41.6815
1630259196743;-46.46457666666666;-23.52754333333333;10.04;-0.2227;0.6371;9.7226;0.3049;0.7317;3.5976;0.9737;1.814;-42.0123
1630259196792;-46.46457666666666;-23.52754333333333;10.04;-0.2227;0.6371;9.7226;0.3049;0.7317;3.5976;0.9737;1.814;-42.0123
1630259196843;-46.46457666666666;-23.52754333333333;10.04;-0.9963;0.6239;9.3909;-0.9146;0.6098;4.2073;0.784;1.8491;-42.361999999999995
1630259196894;-46.46457666666666;-23.52754333333333;10.04;-1.3328;0.5736;10.2974;-0.4878;0.4878;2.8659;0.6452;1.8131;-42.5093
1630259196943;-46.46457666666666;-23.52754333333333;10.04;-1.3328;0.5736;10.2974;-0.4878;0.4878;2.8659;0.6452;1.8131;-42.5093
1630259196992;-46.46457666666666;-23.52754333333333;10.04;-1.3328;0.5736;10.2974;-0.4878;0.4878;2.8659;0.6452;1.8131;-42.5093
1630259197043;-46.46457666666666;-23.52754333333333;10.04;-0.9808;0.1341;10.1944;-4.7561;-1.4024;4.6341;0.5337;1.7594;-42.915
1630259197092;-46.46457666666666;-23.52754333333333;10.04;-0.1605;0.1569;9.6483;-6.0976;-2.3171;1.6463;0.4585;1.6012;-43.0416
1630259197144;-46.46457666666666;-23.52754333333333;10.04;-1.358;0.9844;8.4065;-7.622000000000001;-2.439;3.5366;0.5436;1.2593;-43.193000000000005
1630259197194;-46.46457666666666;-23.52754333333333;10.04;-1.358;0.9844;8.4065;-7.622000000000001;-2.439;3.5366;0.5436;1.2593;-43.193000000000005
1630259197254;-46.46457666666666;-23.52754333333333;10.04;-0.3006;-0.10300000000000001;9.8842;-11.6463;0.3659;3.9634;0.6251;0.5116;-43.396
1630259197293;-46.46457666666666;-23.52754333333333;10.04;1.6645;-0.0683;10.585999999999999;0.1829;0.7317;6.7683;0.5351;-0.0557;-43.5744
1630259197353;-46.46457666666666;-23.52754333333333;10.04;1.2179;-1.3652;14.218;23.3537;0.122;2.9878;0.3523;0.1067;-43.9669
1630259197400;-46.46457666666666;-23.52754333333333;10.04;1.2179;-1.3652;14.218;23.3537;0.122;2.9878;0.3523;0.1067;-43.9669
1630259197445;-46.46457666666666;-23.52754333333333;10.04;0.0;-0.4251;12.6541;17.439;-0.6707;5.0;0.3278;0.8257;-44.2156
1630259197497;-46.46457666666666;-23.52754333333333;10.04;-0.2227;0.7616;9.8316;24.939;-0.8537;0.8537;0.2072;1.9549;-44.3191
1630259197550;-46.4646;-23.527536666666666;10.14;-0.9137;0.3964;10.0531;2.8659;-5.0;2.2561;0.268;3.7691;-44.5502
1630259197596;-46.4646;-23.527536666666666;10.14;-0.9137;0.3964;10.0531;2.8659;-5.0;2.2561;0.268;3.7691;-44.5502
1630259197646;-46.4646;-23.527536666666666;10.14;0.5820000000000001;0.1221;9.7621;-11.8293;-5.1829;1.8293;0.4087;4.03;-44.6383
1630259197699;-46.4646;-23.527536666666666;10.14;0.091;-0.0479;11.2997;7.2561;-4.6341;5.6098;0.639;3.7923;-44.7319
1630259197746;-46.4646;-23.527536666666666;10.14;-1.0706;0.9544;10.8686;18.5366;-3.4756;-1.7073;0.7403;3.6913;-44.9291
1630259197797;-46.4646;-23.527536666666666;10.14;-0.38799999999999996;1.4993;9.5322;4.3293;-4.3293;1.5244;0.9225;4.3283;-44.9623
1630259197847;-46.4646;-23.527536666666666;10.14;-1.0921;1.2885;8.4808;1.3415;-3.0488;0.7927;0.9947;4.8669;-44.9592
1630259197897;-46.4646;-23.527536666666666;10.14;0.5197;0.2982;10.3321;4.6341;-1.3415;2.378;1.0998;4.9902;-44.9786
1630259197948;-46.4646;-23.527536666666666;10.14;0.2742;1.1245;9.5765;-0.061;-0.4878;1.7073;1.0853;5.4146;-45.091
1630259197999;-46.4646;-23.527536666666666;10.14;0.2742;1.1245;9.5765;-0.061;-0.4878;1.7073;1.0853;5.4146;-45.091
1630259198048;-46.4646;-23.527536666666666;10.14;-1.1137;1.1257;10.3201;-2.5610000000000004;-0.6098;-0.9146;0.9911;5.5299;-45.1141
1630259198099;-46.4646;-23.527536666666666;10.14;-0.2311;1.3436;10.3968;-4.3293;-2.2561;0.9146;0.9721;5.4469;-45.1254
1630259198150;-46.4646;-23.527536666666666;10.14;0.6598;0.8131;10.3465;2.0122;-3.0488;0.8537;0.9856;5.2678;-45.2279
1630259198200;-46.4646;-23.527536666666666;10.14;1.0526;-0.4551;10.5572;9.6341;-4.5732;1.7073;1.1007;5.2434;-45.3163
1630259198250;-46.4646;-23.527536666666666;10.14;-1.3089;0.0132;12.2565;5.4878;-5.5488;-1.6463;1.2476;5.4253;-45.363
1630259198301;-46.4646;-23.527536666666666;10.14;-1.6753;2.0753;9.1166;-8.4756;-7.3171;-0.7317;1.6906;5.5809;-45.2174
1630259198350;-46.4646;-23.527536666666666;10.14;-1.6753;2.0753;9.1166;-8.4756;-7.3171;-0.7317;1.6906;5.5809;-45.2174
1630259198400;-46.4646;-23.527536666666666;10.14;-1.0490000000000002;1.5723;9.7381;-11.0366;-6.4634;-0.7927;1.9299;5.3141;-45.1303
1630259198451;-46.4646;-23.527536666666666;10.14;-0.7221;0.5724;9.5106;-3.4756;-1.9512;3.7195;2.3462;4.3598;-45.235
1630259198500;-46.4646;-23.527536666666666;10.14;-0.7221;0.5724;9.5106;-3.4756;-1.9512;3.7195;2.3462;4.3598;-45.235
1630259198550;-46.4646;-23.527536666666666;10.14;1.2646;0.0347;9.6675;7.7439;0.6098;1.8293;2.3258;4.1243;-45.4492
1630259198604;-46.46461833333333;-23.52752666666667;10.13;1.2646;0.0347;9.6675;7.7439;0.6098;1.8293;2.3258;4.1243;-45.4492
1630259198650;-46.46461833333333;-23.52752666666667;10.13;-1.2309999999999999;1.5364;9.9262;3.7195;0.4268;-0.2439;2.2588;4.5238;-45.6141
1630259198709;-46.46461833333333;-23.52752666666667;10.13;-1.0706;1.6921;10.592;2.3171;1.8902;1.4024;2.1658;4.7679;-45.6366
1630259198754;-46.46461833333333;-23.52752666666667;10.13;0.4287;1.0071;10.659;1.4024;1.3415;3.4146;1.9721;5.0013;-45.7001
1630259198800;-46.46461833333333;-23.52752666666667;10.13;0.4287;1.0071;10.659;1.4024;1.3415;3.4146;1.9721;5.0013;-45.7001
